id,name,email,country,region,loyalty_tier,carbon_offset_opt_in
2996,Jessica Bennett,pricerobert@example.org,JAPAN,ASIA,NONE,TRUE
2997,Peter Watson,millerlucas@example.com,UNITED KINGDOM,EUROPE,SILVER,FALSE
2998,Timothy Barnes,evansrachel@example.org,GERMANY,EUROPE,NONE,FALSE
2999,Daniel Smith,james69@example.net,JAPAN,ASIA,NONE,FALSE
3000,Louis Sanders,kevin72@example.com,UNITED STATES,AMERICA,GREEN,TRUE
3001,Robin Schmidt,johntaylor@example.com,FRANCE,EUROPE,NONE,TRUE
3002,Eric Smith,hillshawn@example.org,CANADA,AMERICA,SILVER,FALSE
3003,Nathan Peterson,uburke@example.net,UNITED KINGDOM,EUROPE,GOLD,FALSE
3004,Jimmy Singleton,cruzmary@example.net,FRANCE,EUROPE,NONE,TRUE
3005,Alexis Ramirez,shannon33@example.org,AUSTRALIA,APAC,SILVER,FALSE
3006,Lisa Morgan,michael31@example.com,GERMANY,EUROPE,NONE,TRUE
3007,Tammy Taylor,rperez@example.org,GERMANY,EUROPE,NONE,TRUE
3008,Brenda Graham,rebeccavaughn@example.net,AUSTRALIA,APAC,GREEN,FALSE
3009,Christopher Washington,carolinecalderon@example.org,JAPAN,ASIA,NONE,TRUE
3010,Jason Weaver,rebeccahoward@example.org,UNITED KINGDOM,EUROPE,SILVER,TRUE
3011,Stephanie Reyes,thomasmooney@example.org,SWEDEN,EUROPE,NONE,FALSE
3012,William Weiss,maddoxdavid@example.org,GERMANY,EUROPE,NONE,FALSE
3013,Kathryn Turner,adrian20@example.com,GERMANY,EUROPE,GREEN,FALSE
3014,Kevin Rodriguez,dawnlewis@example.net,UNITED STATES,AMERICA,SILVER,TRUE
3015,Larry Miller,smithdebbie@example.org,UNITED STATES,AMERICA,SILVER,TRUE
3016,Maria Jordan,vthomas@example.com,UNITED STATES,AMERICA,NONE,TRUE
3017,Megan Graves,palmermiguel@example.net,GERMANY,EUROPE,GOLD,TRUE
3018,Nicholas Riley,jeremymitchell@example.com,JAPAN,ASIA,GREEN,TRUE
3019,Vanessa Taylor,christophercruz@example.net,AUSTRALIA,APAC,GREEN,TRUE
3020,Thomas Ferguson,mitchellnicholas@example.com,NETHERLANDS,EUROPE,GREEN,FALSE
3021,Sara Wallace,mendezsierra@example.com,JAPAN,ASIA,GREEN,TRUE
3022,Lucas Gaines,santiagoterri@example.com,NETHERLANDS,EUROPE,GREEN,TRUE
3023,Michelle Morgan,gregory76@example.org,FRANCE,EUROPE,NONE,FALSE
3024,Richard Moore,underwooddeborah@example.com,SWEDEN,EUROPE,NONE,TRUE
3025,Jennifer Jones,moorejohn@example.net,UNITED STATES,AMERICA,GREEN,FALSE
3026,John Payne,ojohnson@example.com,NETHERLANDS,EUROPE,SILVER,FALSE
3027,Christine Sanchez,jamestucker@example.net,NETHERLANDS,EUROPE,NONE,TRUE
3028,Christopher Melton,hcardenas@example.net,UNITED STATES,AMERICA,SILVER,TRUE
3029,Jose Gutierrez,smiller@example.org,FRANCE,EUROPE,GREEN,TRUE
3030,Cheryl Williams,shawnrogers@example.org,GERMANY,EUROPE,GREEN,FALSE
3031,Kimberly Velez,morganwarner@example.org,FRANCE,EUROPE,GREEN,TRUE
3032,David Cooper,njames@example.org,GERMANY,EUROPE,GOLD,TRUE
3033,Nicole Nichols,dakota83@example.net,UNITED STATES,AMERICA,NONE,TRUE
3034,Grant Jones DVM,samanthataylor@example.org,NETHERLANDS,EUROPE,GOLD,FALSE
3035,Donald Harrell,klara@example.net,UNITED STATES,AMERICA,GOLD,FALSE
3036,Edward Jordan,monicawood@example.org,UNITED STATES,AMERICA,NONE,FALSE
3037,Wyatt Stewart MD,tracydavenport@example.net,UNITED STATES,AMERICA,SILVER,FALSE
3038,Timothy Cruz,qmadden@example.net,UNITED KINGDOM,EUROPE,NONE,TRUE
3039,Edward Simmons,joshuapham@example.com,NETHERLANDS,EUROPE,SILVER,FALSE
3040,Sandra Smith,ugarrett@example.org,CANADA,AMERICA,NONE,FALSE
3041,Lauren Arellano,imurphy@example.com,CANADA,AMERICA,NONE,TRUE
3042,Brenda Chambers,wcannon@example.com,GERMANY,EUROPE,NONE,TRUE
3043,Michelle White,jodipark@example.net,UNITED STATES,AMERICA,SILVER,TRUE
3044,Richard Scott,michelle12@example.net,FRANCE,EUROPE,GREEN,FALSE
3045,Jeffrey Patton,rachel22@example.org,UNITED KINGDOM,EUROPE,NONE,TRUE
3046,Johnny Pierce,mitchellmichael@example.com,UNITED KINGDOM,EUROPE,NONE,TRUE
3047,Julie Wiley,darren84@example.net,FRANCE,EUROPE,SILVER,FALSE
3048,Judy Harris,claytonchavez@example.net,UNITED KINGDOM,EUROPE,GREEN,TRUE
3049,Terri Meza,jamesbrewer@example.org,FRANCE,EUROPE,NONE,TRUE
3050,Tammy Hale,levi67@example.com,JAPAN,ASIA,GOLD,TRUE
3051,Jill Foster,qmccoy@example.org,FRANCE,EUROPE,NONE,FALSE
3052,Rachel Morton,hgonzalez@example.org,UNITED KINGDOM,EUROPE,GREEN,FALSE
3053,Sophia Petersen MD,vancejennifer@example.net,NETHERLANDS,EUROPE,NONE,FALSE
3054,Thomas Martinez,kerri83@example.org,GERMANY,EUROPE,SILVER,FALSE
3055,Christy Sweeney DDS,yjohnson@example.net,GERMANY,EUROPE,NONE,TRUE
3056,William Fernandez,vjimenez@example.net,AUSTRALIA,APAC,NONE,TRUE
3057,Daniel Smith,danielle49@example.com,SPAIN,EUROPE,SILVER,TRUE
3058,Sherri Greene,hartmitchell@example.com,JAPAN,ASIA,NONE,FALSE
3059,Mike Williams,dustinhowell@example.org,UNITED STATES,AMERICA,NONE,FALSE
3060,Tara Brooks,jonesrachel@example.com,AUSTRALIA,APAC,NONE,FALSE
3061,John Cobb,fernandezbrandon@example.net,GERMANY,EUROPE,NONE,TRUE
3062,Laura Todd,mitchelldanielle@example.org,GERMANY,EUROPE,NONE,TRUE
3063,Dillon Brown,gcruz@example.com,UNITED KINGDOM,EUROPE,SILVER,TRUE
3064,Daniel Rivera,hilldebbie@example.com,UNITED STATES,AMERICA,SILVER,FALSE
3065,Francisco Wagner,bobbyfowler@example.org,UNITED KINGDOM,EUROPE,GREEN,TRUE
3066,Kelli Stewart,seth77@example.net,UNITED STATES,AMERICA,NONE,FALSE
3067,Brandon Ho,mooresteven@example.net,GERMANY,EUROPE,NONE,FALSE
3068,Steven Rose,timothygarcia@example.org,NETHERLANDS,EUROPE,GREEN,TRUE
3069,Jose Price,krodriguez@example.net,NETHERLANDS,EUROPE,GREEN,FALSE
3070,Ronald Gonzales,elizabethmoore@example.org,JAPAN,ASIA,NONE,TRUE
3071,Andrew Flores,cooktiffany@example.org,CANADA,AMERICA,GREEN,TRUE
3072,David Schneider,chapmanrobert@example.com,AUSTRALIA,APAC,GREEN,TRUE
3073,Kimberly Wright,vanessalane@example.net,UNITED STATES,AMERICA,GOLD,TRUE
3074,Katrina Campbell,jross@example.org,GERMANY,EUROPE,NONE,FALSE
3075,Ricardo Olson,jonesmark@example.com,NETHERLANDS,EUROPE,GOLD,FALSE
3076,Jessica Washington,adamgolden@example.org,UNITED KINGDOM,EUROPE,NONE,FALSE
3077,Richard Peterson,rachelmurray@example.com,AUSTRALIA,APAC,SILVER,TRUE
3078,Jessica Castro,jonathanjones@example.com,AUSTRALIA,APAC,NONE,TRUE
3079,Michelle Martin,nancywood@example.com,JAPAN,ASIA,GOLD,FALSE
3080,Walter Smith,ameyers@example.net,UNITED KINGDOM,EUROPE,GREEN,TRUE
3081,Tammy Martinez,fowlerkathy@example.org,UNITED KINGDOM,EUROPE,GOLD,TRUE
3082,Michelle Jackson,eleon@example.com,UNITED KINGDOM,EUROPE,GREEN,FALSE
3083,Tiffany Wilson,donald27@example.net,AUSTRALIA,APAC,NONE,TRUE
3084,Jean Smith,smithrebecca@example.org,UNITED KINGDOM,EUROPE,GREEN,TRUE
3085,Ronald Moran,donald44@example.com,FRANCE,EUROPE,GREEN,TRUE
3086,Michael Williams,sallison@example.net,FRANCE,EUROPE,NONE,TRUE
3087,John Todd,rmichael@example.net,CANADA,AMERICA,NONE,TRUE
3088,Karen Bennett,zbailey@example.com,NETHERLANDS,EUROPE,NONE,FALSE
3089,Jennifer Williams,pwarren@example.org,UNITED STATES,AMERICA,GREEN,FALSE
3090,Derek Smith,edwin42@example.net,FRANCE,EUROPE,GREEN,TRUE
3091,Micheal Gonzalez,sweber@example.org,UNITED KINGDOM,EUROPE,NONE,FALSE
3092,Brandon Jones,john90@example.com,GERMANY,EUROPE,NONE,FALSE
3093,Michael Mendoza,robertfarmer@example.com,UNITED STATES,AMERICA,NONE,FALSE
3094,Martin Wilson DVM,benjamin10@example.org,UNITED STATES,AMERICA,SILVER,TRUE
3095,Ronald Hernandez,johnsonantonio@example.com,UNITED STATES,AMERICA,GOLD,FALSE
3096,Kenneth Clark,megan59@example.com,GERMANY,EUROPE,NONE,TRUE
3097,Tamara Harris,keith83@example.com,GERMANY,EUROPE,GREEN,TRUE
3098,Brandon Lopez IV,fkennedy@example.com,NETHERLANDS,EUROPE,GREEN,TRUE
3099,Wesley Page,ymercer@example.com,UNITED STATES,AMERICA,GREEN,FALSE
3100,Cynthia Moore,christophercooley@example.com,UNITED KINGDOM,EUROPE,GREEN,TRUE
3101,Ruth Russell,dustin82@example.com,SWEDEN,EUROPE,SILVER,TRUE
3102,Gary Garrison,vanessajimenez@example.org,GERMANY,EUROPE,NONE,TRUE
3103,Andrew Johnson,andrewmyers@example.org,UNITED KINGDOM,EUROPE,NONE,FALSE
3104,Melvin Bennett,floresbridget@example.net,SPAIN,EUROPE,GOLD,FALSE
3105,Diana Holloway,zrich@example.net,GERMANY,EUROPE,NONE,FALSE
3106,Anthony Newman,vanessaflores@example.com,GERMANY,EUROPE,NONE,FALSE
3107,Susan James,lisadavis@example.org,JAPAN,ASIA,GREEN,FALSE
3108,Andrew Williams,cameronramos@example.org,NETHERLANDS,EUROPE,SILVER,FALSE
3109,Rhonda Collins,thompsondawn@example.org,CANADA,AMERICA,NONE,TRUE
3110,Trevor Brown,colleenwilliams@example.net,GERMANY,EUROPE,GREEN,TRUE
3111,Thomas Mccarthy,fbutler@example.org,SWEDEN,EUROPE,NONE,FALSE
3112,Jennifer Ferguson,huntlisa@example.org,SWEDEN,EUROPE,NONE,FALSE
3113,Miss Jessica Jones,kimberly47@example.org,AUSTRALIA,APAC,GREEN,TRUE
3114,Susan Robinson,johnsonmichael@example.net,GERMANY,EUROPE,GREEN,FALSE
3115,Megan Harmon,atkinsryan@example.org,UNITED STATES,AMERICA,NONE,FALSE
3116,Lisa Roberts,codyrichards@example.org,AUSTRALIA,APAC,NONE,FALSE
3117,Brenda Henderson,thomasrussell@example.com,NETHERLANDS,EUROPE,NONE,FALSE
3118,Nina Garcia,ssimmons@example.org,NETHERLANDS,EUROPE,NONE,FALSE
3119,Karen Kane,dominiquedaniels@example.org,NETHERLANDS,EUROPE,GOLD,TRUE
3120,David Gardner,angel62@example.com,AUSTRALIA,APAC,NONE,TRUE
3121,Carolyn Moore,creynolds@example.net,UNITED STATES,AMERICA,SILVER,TRUE
3122,Kayla Hudson,sethsanders@example.com,UNITED KINGDOM,EUROPE,NONE,FALSE
3123,Erika Lopez DVM,fordbeverly@example.org,UNITED STATES,AMERICA,NONE,TRUE
3124,Krystal Rodriguez,matthew77@example.com,FRANCE,EUROPE,NONE,FALSE
3125,Frank Morrison,bjames@example.net,UNITED STATES,AMERICA,NONE,TRUE
3126,Susan Wood,stewartsandra@example.net,UNITED STATES,AMERICA,GREEN,FALSE
3127,Donna Mejia,mcclainkimberly@example.com,UNITED STATES,AMERICA,GREEN,TRUE
3128,Mr. Kenneth Ashley,brittanyrush@example.com,AUSTRALIA,APAC,SILVER,TRUE
3129,Heather Davis,hmiller@example.com,UNITED STATES,AMERICA,NONE,TRUE
3130,Amanda Marks,kim09@example.org,UNITED KINGDOM,EUROPE,NONE,TRUE
3131,Kristopher Little,fhoffman@example.com,UNITED KINGDOM,EUROPE,SILVER,TRUE
3132,Wendy Sims,schroederbrittany@example.org,JAPAN,ASIA,GREEN,FALSE
3133,Nicholas Hernandez,brownwilliam@example.net,FRANCE,EUROPE,GREEN,TRUE
3134,Donald Duncan,moralesdawn@example.com,UNITED STATES,AMERICA,NONE,FALSE
3135,Christopher Perez,rickyclark@example.org,UNITED STATES,AMERICA,NONE,TRUE
3136,Alexis Jackson,smithstephanie@example.net,NETHERLANDS,EUROPE,GREEN,FALSE
3137,Todd Burnett,rebeccacurtis@example.com,UNITED STATES,AMERICA,SILVER,TRUE
3138,Michael Andrews,john40@example.net,FRANCE,EUROPE,NONE,TRUE
3139,Kathleen Casey,romankathryn@example.com,GERMANY,EUROPE,NONE,TRUE
3140,Matthew Harper,fgregory@example.com,SWEDEN,EUROPE,NONE,FALSE
3141,James Leach,michaeltorres@example.com,UNITED KINGDOM,EUROPE,NONE,TRUE
3142,Gary Jones,jrios@example.net,GERMANY,EUROPE,GREEN,FALSE
3143,Jennifer Pennington,elizabethbrennan@example.net,AUSTRALIA,APAC,SILVER,FALSE
3144,Edward Figueroa,donnamcintosh@example.net,UNITED STATES,AMERICA,SILVER,FALSE
3145,Jessica Moore,ncollier@example.com,UNITED KINGDOM,EUROPE,NONE,FALSE
3146,Sandra Holmes,ericvalencia@example.com,AUSTRALIA,APAC,NONE,TRUE
3147,Joseph Smith,john69@example.net,UNITED STATES,AMERICA,SILVER,FALSE
3148,Ronald King,monicadaniel@example.net,FRANCE,EUROPE,NONE,TRUE
3149,Sharon Johnson,hineskrystal@example.com,GERMANY,EUROPE,GREEN,FALSE
3150,Heather Le,amandamorales@example.org,UNITED STATES,AMERICA,SILVER,FALSE
3151,Alejandra Ellis,gerald93@example.net,UNITED STATES,AMERICA,GREEN,TRUE
3152,John Perez,lmeadows@example.com,SPAIN,EUROPE,NONE,FALSE
3153,Richard Reed,allensara@example.org,UNITED KINGDOM,EUROPE,GOLD,FALSE
3154,George Haney,gomezerica@example.net,AUSTRALIA,APAC,SILVER,TRUE
3155,Abigail Riddle,barrettsusan@example.org,NETHERLANDS,EUROPE,NONE,FALSE
3156,Greg Dyer,reginacarlson@example.net,UNITED KINGDOM,EUROPE,GREEN,FALSE
3157,Melinda Holloway,woliver@example.com,UNITED STATES,AMERICA,SILVER,TRUE
3158,Robert Hardy,rodriguezjohn@example.com,UNITED STATES,AMERICA,NONE,TRUE
3159,Denise Melton,dhoward@example.com,AUSTRALIA,APAC,GREEN,FALSE
3160,Jeffrey Lowe,lindacooper@example.net,FRANCE,EUROPE,NONE,FALSE
3161,Jack Walker,angelarhodes@example.com,JAPAN,ASIA,NONE,FALSE
3162,Troy Green,zdavila@example.net,UNITED STATES,AMERICA,NONE,FALSE
3163,Lori Richards,clayton74@example.com,UNITED STATES,AMERICA,GREEN,FALSE
3164,Emily Sutton,whale@example.com,GERMANY,EUROPE,NONE,FALSE
3165,Cody Bruce,pbryant@example.com,NETHERLANDS,EUROPE,GREEN,TRUE
3166,Brandon Bridges,contrerasmaria@example.com,GERMANY,EUROPE,NONE,TRUE
3167,Michelle Farmer,kathleenscott@example.org,UNITED STATES,AMERICA,NONE,FALSE
3168,Jeff Palmer,dixonkristen@example.com,UNITED STATES,AMERICA,SILVER,FALSE
3169,Adrian Howell,colemanjim@example.net,GERMANY,EUROPE,NONE,TRUE
3170,Cynthia Tyler,sandraharper@example.org,GERMANY,EUROPE,NONE,FALSE
3171,Johnny Brown,antonio59@example.net,SWEDEN,EUROPE,NONE,TRUE
3172,Tabitha Martinez,ralexander@example.org,GERMANY,EUROPE,NONE,TRUE
3173,Tiffany Lewis,mariaschmidt@example.net,UNITED KINGDOM,EUROPE,GOLD,FALSE
3174,Amanda Shaw,sandovaldebra@example.org,AUSTRALIA,APAC,GOLD,FALSE
3175,Lawrence Allen,michael28@example.org,UNITED KINGDOM,EUROPE,SILVER,TRUE
3176,Cynthia Sanchez,thomaswang@example.com,GERMANY,EUROPE,NONE,FALSE
3177,Cody Lynch,higginskelly@example.org,UNITED STATES,AMERICA,NONE,FALSE
3178,Lori Lee,boydjasmine@example.net,AUSTRALIA,APAC,GREEN,TRUE
3179,Jeffrey Gilbert,rosemiller@example.org,NETHERLANDS,EUROPE,GOLD,TRUE
3180,Savannah Beck,rwebb@example.net,CANADA,AMERICA,SILVER,FALSE
3181,Alan Thomas,frysharon@example.net,CANADA,AMERICA,GREEN,TRUE
3182,Steven Choi,browningjason@example.org,UNITED KINGDOM,EUROPE,SILVER,FALSE
3183,Sarah Thomas,manningjessica@example.com,GERMANY,EUROPE,NONE,FALSE
3184,Luke Moore,randyyoder@example.com,UNITED STATES,AMERICA,NONE,FALSE
3185,Michael Graham,bwilson@example.com,UNITED KINGDOM,EUROPE,GREEN,TRUE
3186,Jose Hayes,ramoskelly@example.net,NETHERLANDS,EUROPE,NONE,TRUE
3187,Sara Miller,brianhill@example.org,UNITED KINGDOM,EUROPE,NONE,FALSE
3188,William Smith,hnewton@example.org,UNITED KINGDOM,EUROPE,GREEN,TRUE
3189,Kristen Johnson,juliecollins@example.com,GERMANY,EUROPE,GREEN,TRUE
3190,Carolyn Stewart,zchavez@example.org,FRANCE,EUROPE,GREEN,TRUE
3191,Richard Nelson,joshuacohen@example.com,FRANCE,EUROPE,SILVER,FALSE
3192,Elizabeth Jones,johncoleman@example.net,FRANCE,EUROPE,GREEN,TRUE
3193,Bernard Sanchez,seanjones@example.com,NETHERLANDS,EUROPE,GOLD,TRUE
3194,David Brooks,gardnererik@example.org,UNITED KINGDOM,EUROPE,NONE,TRUE
3195,Joseph Payne,laura20@example.net,GERMANY,EUROPE,GREEN,TRUE
3196,Melinda Jones,umills@example.net,FRANCE,EUROPE,GREEN,FALSE
3197,Jason Smith,wongjacqueline@example.org,NETHERLANDS,EUROPE,SILVER,TRUE
3198,Lindsay Owens,deborah67@example.org,NETHERLANDS,EUROPE,GOLD,TRUE
3199,Alexander Anderson,holly10@example.com,UNITED STATES,AMERICA,NONE,TRUE
3200,Joyce Hamilton,ann08@example.net,FRANCE,EUROPE,NONE,FALSE
3201,Christopher Ellis,christopher19@example.org,AUSTRALIA,APAC,GREEN,TRUE
3202,Rebecca Torres,sarah69@example.com,GERMANY,EUROPE,SILVER,FALSE
3203,James Morgan,greeneshawn@example.com,JAPAN,ASIA,NONE,FALSE
3204,Jeffrey Navarro,wattsemma@example.net,UNITED KINGDOM,EUROPE,NONE,TRUE
3205,Charles Coleman,richard26@example.com,UNITED STATES,AMERICA,SILVER,TRUE
3206,Jessica Robinson,watsontroy@example.com,AUSTRALIA,APAC,NONE,FALSE
3207,Joshua Christian,cburgess@example.org,UNITED STATES,AMERICA,GOLD,FALSE
3208,Claudia Rios,elizabeth14@example.com,JAPAN,ASIA,SILVER,FALSE
3209,Stacey Thompson,nharris@example.org,UNITED STATES,AMERICA,SILVER,TRUE
3210,Michael Jones,gbutler@example.net,UNITED STATES,AMERICA,GREEN,TRUE
3211,Mark Garcia,kennethperez@example.net,UNITED STATES,AMERICA,NONE,TRUE
3212,Joseph Fisher,bgreen@example.com,UNITED STATES,AMERICA,GOLD,FALSE
3213,James Davila,ewatkins@example.org,CANADA,AMERICA,NONE,TRUE
3214,Juan Chan,aaronramirez@example.org,GERMANY,EUROPE,SILVER,TRUE
3215,Mr. Martin Morales,hannahmiller@example.com,CANADA,AMERICA,GREEN,TRUE
3216,Catherine Crane,stanleygary@example.org,SPAIN,EUROPE,NONE,TRUE
3217,Kyle Ramirez,velezbrendan@example.net,JAPAN,ASIA,NONE,TRUE
3218,Brianna Davis,gjackson@example.org,SWEDEN,EUROPE,GREEN,FALSE
3219,Caleb Lee,herrerasean@example.net,UNITED STATES,AMERICA,GREEN,TRUE
3220,Theresa Pearson,ccook@example.net,AUSTRALIA,APAC,NONE,TRUE
3221,Rachel Acosta,marissa74@example.net,FRANCE,EUROPE,GREEN,TRUE
3222,Lori Brown,sarahtaylor@example.com,UNITED STATES,AMERICA,NONE,TRUE
3223,Douglas Nash,vanessa58@example.net,CANADA,AMERICA,NONE,TRUE
3224,Manuel Alvarado,reynoldstravis@example.net,UNITED STATES,AMERICA,GOLD,TRUE
3225,Sarah Grimes,richard31@example.com,GERMANY,EUROPE,NONE,FALSE
3226,Brandon Carlson,marissa72@example.net,GERMANY,EUROPE,SILVER,FALSE
3227,Jennifer Barnes,chelsea37@example.net,UNITED STATES,AMERICA,NONE,TRUE
3228,Ann Combs,alicianorris@example.net,GERMANY,EUROPE,NONE,FALSE
3229,Stacy Brown,heidiwilson@example.org,UNITED STATES,AMERICA,NONE,TRUE
3230,Alexandria Jones,ybailey@example.net,UNITED STATES,AMERICA,NONE,FALSE
3231,Ashley Walker,robertmartinez@example.org,UNITED STATES,AMERICA,SILVER,FALSE
3232,Louis Rose,beth04@example.net,UNITED STATES,AMERICA,NONE,TRUE
3233,Amy Alvarez,carolynbrady@example.com,GERMANY,EUROPE,GREEN,TRUE
3234,Faith Walker,pmckee@example.net,UNITED STATES,AMERICA,GREEN,FALSE
3235,Laurie Blake,hernandezmelissa@example.net,SWEDEN,EUROPE,SILVER,TRUE
3236,Mark Thomas,kimberly51@example.com,UNITED KINGDOM,EUROPE,GREEN,TRUE
3237,Andrea Greene,marcusgilmore@example.org,NETHERLANDS,EUROPE,GREEN,FALSE
3238,Sarah Leach,marilyn62@example.org,CANADA,AMERICA,GREEN,FALSE
3239,Wendy Mann,hshepherd@example.net,AUSTRALIA,APAC,SILVER,TRUE
3240,Cynthia George,jonathan38@example.com,UNITED KINGDOM,EUROPE,NONE,FALSE
3241,Brandon Price,morrisonalan@example.com,CANADA,AMERICA,SILVER,TRUE
3242,Kelly Doyle,curtisroy@example.net,JAPAN,ASIA,GREEN,TRUE
3243,Stephen Riley,rtaylor@example.net,FRANCE,EUROPE,GOLD,TRUE
3244,William Carr,jacquelinemurray@example.net,NETHERLANDS,EUROPE,NONE,TRUE
3245,Chelsea Curtis,barneswilliam@example.org,GERMANY,EUROPE,NONE,TRUE
3246,Cindy Howell,sarahchavez@example.com,UNITED STATES,AMERICA,GOLD,FALSE
3247,Barbara Sandoval,theresa24@example.org,UNITED STATES,AMERICA,GOLD,TRUE
3248,Maria Moss,clifford98@example.net,FRANCE,EUROPE,NONE,FALSE
3249,Robert Jenkins,jackyoung@example.com,UNITED STATES,AMERICA,GREEN,TRUE
3250,Adrian Snow,bankskyle@example.com,AUSTRALIA,APAC,NONE,TRUE
3251,Philip Tran,eric02@example.net,UNITED STATES,AMERICA,GREEN,FALSE
3252,Robert Molina,wolfekyle@example.com,UNITED STATES,AMERICA,NONE,TRUE
3253,Steven Davis,vsandoval@example.com,JAPAN,ASIA,NONE,TRUE
3254,Aimee Lang MD,troy39@example.net,GERMANY,EUROPE,GREEN,TRUE
3255,Ana Lee,floresmariah@example.org,SWEDEN,EUROPE,NONE,TRUE
3256,Frederick Davis,romeromakayla@example.com,NETHERLANDS,EUROPE,SILVER,TRUE
3257,Mary Underwood,johnsonjames@example.com,GERMANY,EUROPE,NONE,FALSE
3258,Derek Curry,austinfrye@example.org,AUSTRALIA,APAC,NONE,TRUE
3259,Dr. Jeffrey Beck,xgreene@example.org,FRANCE,EUROPE,NONE,TRUE
3260,Cynthia Medina,carrollchristopher@example.org,UNITED KINGDOM,EUROPE,NONE,TRUE
3261,Kimberly Webster,houstonlaura@example.com,CANADA,AMERICA,NONE,FALSE
3262,Matthew Trevino,aaron62@example.net,UNITED STATES,AMERICA,GOLD,TRUE
3263,Debra Lee,emily89@example.org,FRANCE,EUROPE,GOLD,TRUE
3264,Dawn Kennedy,crosbyjoan@example.com,CANADA,AMERICA,GREEN,FALSE
3265,Logan Dennis,xparsons@example.com,UNITED STATES,AMERICA,NONE,FALSE
3266,David Hoffman,iacevedo@example.net,UNITED STATES,AMERICA,NONE,FALSE
3267,Alex Adams,lori09@example.com,UNITED KINGDOM,EUROPE,NONE,FALSE
3268,Peter Hansen,chelsea70@example.org,GERMANY,EUROPE,GREEN,TRUE
3269,Renee Jacobs,ncampbell@example.com,UNITED STATES,AMERICA,NONE,TRUE
3270,Sara Ruiz,bradley71@example.net,GERMANY,EUROPE,NONE,TRUE
3271,Abigail Gill,joshua88@example.com,SWEDEN,EUROPE,NONE,FALSE
3272,Donald Mitchell,hestrada@example.com,UNITED STATES,AMERICA,NONE,TRUE
3273,Kevin Carr,stephen61@example.com,FRANCE,EUROPE,GOLD,TRUE
3274,Sarah Johnson,fsilva@example.com,UNITED STATES,AMERICA,SILVER,FALSE
3275,Susan Miller,laurengreen@example.net,UNITED STATES,AMERICA,NONE,FALSE
3276,Joan Rogers,acalderon@example.com,UNITED STATES,AMERICA,NONE,FALSE
3277,April Morgan,racevedo@example.org,AUSTRALIA,APAC,NONE,FALSE
3278,Matthew Green,jamesbenson@example.com,UNITED STATES,AMERICA,NONE,TRUE
3279,Margaret Graham,andrew45@example.org,UNITED STATES,AMERICA,GREEN,FALSE
3280,Rachael Ortiz,toddcollins@example.org,AUSTRALIA,APAC,NONE,TRUE
3281,Nicole Baker,laurahamilton@example.com,UNITED STATES,AMERICA,GREEN,FALSE
3282,Kimberly Jackson,laurie14@example.org,AUSTRALIA,APAC,GOLD,FALSE
3283,Erin Baird,ambersavage@example.com,SWEDEN,EUROPE,NONE,FALSE
3284,Christopher Bennett,willie16@example.org,CANADA,AMERICA,NONE,FALSE
3285,Donna Sanchez,dvillarreal@example.net,FRANCE,EUROPE,NONE,FALSE
3286,Frank Bell,cortezchristopher@example.org,SWEDEN,EUROPE,GREEN,TRUE
3287,Brenda Dunn,fburke@example.net,UNITED STATES,AMERICA,GOLD,FALSE
3288,April Carter,dylan77@example.com,UNITED STATES,AMERICA,GREEN,TRUE
3289,Olivia Williams,paulperry@example.org,NETHERLANDS,EUROPE,NONE,TRUE
3290,Nicole Lewis,erin39@example.com,AUSTRALIA,APAC,GREEN,FALSE
3291,Richard Gray,jessemedina@example.net,UNITED STATES,AMERICA,NONE,TRUE
3292,Christina Wood,tdavis@example.net,GERMANY,EUROPE,GOLD,TRUE
3293,Joan Robinson,blackwellkevin@example.com,SWEDEN,EUROPE,NONE,FALSE
3294,Stephen Thompson,yzamora@example.org,NETHERLANDS,EUROPE,NONE,FALSE
3295,Jill Edwards,hicksrachel@example.net,SWEDEN,EUROPE,GREEN,TRUE
3296,Lisa Cervantes,kristen59@example.com,GERMANY,EUROPE,SILVER,FALSE
3297,Marie Everett,devon53@example.com,UNITED STATES,AMERICA,GREEN,FALSE
3298,Rachel Humphrey,riverskristen@example.com,UNITED STATES,AMERICA,GREEN,TRUE
3299,Jason Alvarez,bakeredward@example.com,UNITED STATES,AMERICA,GREEN,FALSE
3300,Henry Parker,tbell@example.org,SWEDEN,EUROPE,SILVER,TRUE
3301,Paul Miranda,brianchapman@example.org,FRANCE,EUROPE,GREEN,FALSE
3302,Amber Rosales,hogannathan@example.com,UNITED STATES,AMERICA,NONE,FALSE
3303,Brittany Garner,matthew85@example.net,FRANCE,EUROPE,NONE,TRUE
3304,Holly Peterson,robinhancock@example.org,NETHERLANDS,EUROPE,NONE,TRUE
3305,Jessica Johnson,hensleybenjamin@example.com,GERMANY,EUROPE,GREEN,TRUE
3306,Zachary Doyle,brownjohn@example.com,FRANCE,EUROPE,SILVER,FALSE
3307,Nicole Ward,mmiller@example.net,UNITED KINGDOM,EUROPE,GREEN,FALSE
